"$id","time","hook_load","oil_temp_gearbox","oil_temp_swivel","pressure_gearbox","rpm","temp_ambient","torque","wob","mru_pos","mru_vel","ram_pos_measured","ram_pos_setpoint","ram_vel_measured","ram_vel_setpoint","friction_coeff"
10,"2013-01-09T20:36:29",92.767,31.149913134209722,36.072527631167446,2.9220393676050596,108.30831862274299,17.5,13.842614674312602,2.5252560317460317,-281.36274545454546,137.7607051282051,18305.058730158733,18302.76984126984,48.81099841269841,0,0.0021792140660980295
11,"2013-01-09T20:36:30",92.27709999999999,31.148490500688617,36.07153039428419,2.922973680130559,108.3192817007255,17.5,13.85930339655933,3.1519427777777778,-125.82488888888889,173.21542014242118,18420.56666666667,18413.288888888892,135.1869192200557,0,0.002176062071478157
12,"2013-01-09T20:36:31",91.51429999999999,31.147067867167515,36.07053315740093,2.923907992656059,108.32714365407406,17.5,13.875992118806058,3.026871923076923,45.38144468085106,166.4973054187192,18552.482978723405,18547.936170212764,120.20625714285714,0,0.0021729561325539585
13,"2013-01-09T20:36:32",90.87395,31.14564523364641,36.06953592051767,2.9248423051815586,108.33500560742262,17.5,13.892680841052787,3.9341748936170213,187.74987234042553,115.62689361702128,18671.75744680851,18666.782978723404,109.83482857142857,0,0.0021698604835879093
14,"2013-01-09T20:36:33",90.5895,31.144222600125303,36.06853868363442,2.9257766177070583,108.34286756077117,17.5,13.909369563299515,4.182324954128441,261.7270157480315,32.26259680851064,18753.47021276596,18751.374468085105,60.99962118226601,0,0.002166772334024095
15,"2013-01-09T20:36:34",90.9058,31.1427999666042,36.067541446751164,2.9267109302325585,108.35072951411972,17.5,13.926058285546246,3.717713913043478,247.55433004926107,-55.89639782608696,18767.1,18767.1,1.0331919223300967,0,0.002163690283101836
16,"2013-01-09T20:36:35",92.4468,31.141377333083096,36.06654420986791,2.927645242758058,108.35859146746829,17.5,13.903655240443896,2.2575656451612907,155.19898387096777,-116.85655128205129,18725.927419354837,18729.88870967742,-71.005,0,0.002166441676686911
17,"2013-01-09T20:36:36",93.30215000000001,31.13995469956199,36.065546972984656,2.928579555283558,108.36645342081684,17.43,13.857292725030828,1.8138458510638298,27.649317021276595,-132.40372496662215,18612.212765957447,18617.344680851063,-108.06299642389884,0,0.002196280183428268
18,"2013-01-09T20:36:37",94.1498,31.138532066040888,36.0645497361014,2.9295138678090575,108.37431537416539,17.43,13.810675494071146,0.9442580851063831,-104.68829361702127,-114.4744433497537,18498.195744680852,18502.9829787234,-103.281313039686,0,0.002203172228091242
19,"2013-01-09T20:36:38",94.78625,31.137109432519782,36.06355249921814,2.9304481803345572,108.38217732751396,17.43,13.760477865612648,0.3018963829787234,-198.69303846153846,-71.33756737588652,18396.67234042553,18401.555319148938,-87.01208362989324,0,0.0022107367212622735
20,"2013-01-09T20:36:39",94.34555,31.135686798998677,36.06255526233488,2.9313824928600574,108.39003928086251,17.43,13.71028023715415,0.06875483870967743,-235.92041326530614,-15.042064220183486,18335.60322580645,18336.46129032258,-43.89713212851405,0,0.0022183345637188335
21,"2013-01-09T20:36:40",94.8769,31.134264165477575,36.06155802545163,2.932316805385557,108.39790123421106,17.43,13.635650473415877,0.45357043478260867,-229.3030663265306,38.74507391304348,18325.727164179105,18325.7,-1.6411267670157061,0,0.0022298032663965184
22,"2013-01-09T20:36:41",93.4545,31.132841531956473,36.060560788568374,2.9332511179110567,108.40576318755961,17.43,13.591168205574913,1.4470191935483872,-174.1383548387097,77.9091744,18342.24516129032,18341.106451612904,26.778417475728155,0,0.0022370567123303087
23,"2013-01-09T20:36:42",93.2607,31.131418898435367,36.059563551685116,2.9341854304365564,108.41362514090817,17.43,13.611081097560975,1.4758510091743118,-86.62330212765957,98.98251058495822,18399.94680851064,18395.889361702128,72.85811970443349,0,0.0022332985689364087
24,"2013-01-09T20:36:43",92.9251,31.12999626491426,36.05856631480186,2.9351197429620566,108.42148709425673,17.43,13.630993989547038,2.1207978609625666,18.075656428571428,108.12286222222222,18483.43191489362,18480.455319148936,84.30061923076923,0,0.0022295191911083072
